____
From \To A     B     C     D     E     F     G     H     I     J     K     L     M     N     O     P     Q     R     S     T     U     V     W     X     Y     Z     AA    AB    AC    AD    AE    AF    AG    AH    AI    AJ    AK    AL    AM    AN    AO    AP    AQ    AR    AS    AT    AU    AV    AW    AX    AY    AZ    BA    BB    BC    BD    BE    BF    BG    BH    BI    BJ    BK    BL    BM    BN    BO    BP    BQ    BR    BS    BT    BU    BV    BW    BX    BY    BZ    CA    CB    CC    CD    CE    CF    CG    CH    CI    CJ    CK    CL    CM    CN    CO    CP    CQ    CR    CS    CT    CU    CV    
    K    832   5881  388   9384  3618  8438  9524  4327  6605  1378  0     483   5481  7213  5715  5884  7726  6189  9615  8144  6234  8794  6997  703   490   3663  3898  6431  1940  2341  1620  8349  7737  2120  1222  6417  6980  8259  6155  9677  9928  1678  6207  9709  7044  7701  2284  2435  4870  2785  921   4745  3374  2350  1693  4048  7809  2889  9444  3019  9622  703   1924  6332  8675  5174  7769  5708  4618  670   2980  201   6868  4974  5728  8233  2355  1282  6634  7195  6056  712   5093  9400  7306  9200  9888  1529  620   3795  7106  9839  1899  5608  4044  4172  8788  7448  8505  6482  
    L    1187  4032  9275  2268  2087  4409  4007  7655  8123  8229  1712  0     2591  8028  3048  6408  16    9289  689   5607  1756  5334  3981  5076  5387  1303  3734  6976  4002  1279  6082  3943  7079  884   9676  2173  7286  8782  4609  2693  5528  7053  855   2783  6096  1347  256   6245  1923  1067  1773  9871  1821  8113  7996  9069  9620  6318  2632  5970  451   8787  5194  7672  9831  2365  6969  3578  3394  9558  5169  5731  5739  8085  2199  9223  2423  7194  3314  5400  8238  731   4700  3287  6352  8659  841   1763  3370  6700  8467  7744  6606  9994  7972  5360  8710  4503  1834  1403  
    M    7440  5971  3506  9017  3773  8886  9638  2458  8610  7535  8172  2793  0     4304  6933  5293  7095  3667  4969  4308  2962  6911  1829  4679  9963  5773  7905  1861  5633  579   493   37    6034  2993  1384  3580  6377  4039  7366  8551  8355  3227  4032  5856  3334  952   5602  5600  1976  4712  1979  3406  9520  409   8775  2176  7326  9678  7801  2885  802   9834  3677  3433  2576  6732  5222  7878  7504  1289  1265  9812  1611  7240  8339  1296  3304  9763  478   4410  864   8278  4427  3975  9020  5976  6809  3851  4215  1660  8540  1753  4290  9686  1833  8925  8674  1379  689   3119  
    N    7749  6180  7051  9350  8291  2969  8714  7322  3005  2912  2542  1414  9022  0     5279  1181  9800  4909  906   6723  1257  5037  4044  5856  579   4089  5766  2465  4338  1929  7899  9324  2257  2074  3877  942   8209  3343  5892  6899  5844  2278  3452  3188  4692  2892  6054  8334  4931  6144  2943  8719  1568  1061  9246  9372  7607  8059  4829  162   6490  9559  8560  3174  4865  7901  9190  2391  2356  4925  4     3106  4855  2872  7178  2664  5781  3832  1506  5945  6703  9096  1493  2814  8723  5535  8070  3954  9775  4619  6425  4230  5174  367   5022  9490  3173  1661  5678  1341  
    O    9957  3328  4843  3947  1422  179   6994  4933  9762  9670  6577  823   50    5409  0     420   4637  1623  1202  8516  720   7709  1534  6292  7257  8099  6651  4381  5014  727   1692  3087  9505  3928  2886  9923  5286  2153  588   4807  3573  119   9755  2251  6898  1717  8050  9196  760   4029  6663  8788  9531  9870  8993  2184  3156  1054  4194  4323  5050  2649  3753  3346  6409  5093  5592  3328  1805  4462  5990  7658  4012  6809  5144  2409  8413  3345  9348  1697  7137  73    6602  2845  4680  5290  1564  4156  3842  6956  9280  848   4803  7023  8875  9182  4536  335   9414  3260  
    P    2194  7395  3276  1519  7353  6886  4204  4850  7887  8895  7310  9921  534   494   348   0     6299  972   8942  8648  9220  5904  7444  1904  5363  8133  613   4978  4335  5805  7211  5699  5943  2469  5158  8805  9567  6766  5725  1138  3165  9629  7899  4840  2141  9544  904   9106  6195  7386  6350  1422  3252  8905  8407  8636  6781  4564  6217  406   4589  8218  5893  5295  1508  411   5103  3344  2553  5470  9630  6110  1700  5046  1130  7288  6086  5659  7035  7638  9038  3874  1865  1798  932   1424  3441  9825  9111  2325  163   459   9916  6064  3229  6763  1623  6244  8116  6248  
    Q    679   6497  9227  4804  4744  9077  1848  3944  1126  3734  4261  300   2132  4574  2518  9566  0     3581  3578  1290  3886  3247  1235  8215  7678  9730  1394  8745  5047  1223  4469  7475  9066  915   6936  7672  297   1761  1656  863   7052  1642  3592  1035  4803  6483  7196  2366  9693  7717  4965  6387  5351  3069  5177  9685  3710  4960  9012  367   1431  7642  6649  1471  3047  7615  9004  2335  5287  4228  2728  532   388   9628  5475  9529  2931  9230  2844  5968  7431  8750  416   2648  3939  1113  4721  3866  461   8570  7913  5968  9     4486  1923  9732  1474  3386  6895  1657  
    R    3987  2700  86    6959  140   5466  7513  4528  6567  9615  1114  7376  7784  3195  8667  9586  4751  0     4464  3197  2856  4858  2536  3813  9267  7332  1827  5932  4944  8208  3866  3985  9641  5420  50    3518  6989  6695  1367  711   6473  7044  3798  3042  9987  2337  8261  2009  9368  3299  7836  5632  9863  6104  3807  6288  2349  6696  2538  4408  4493  7105  921   1318  8749  5376  6642  2750  4090  7179  4011  8480  1973  6043  4934  9980  2279  2029  3689  4296  8318  8676  4113  4325  796   7599  9502  1967  8571  6679  2020  8737  7019  2602  9084  6258  8771  6277  1204  263   
    S    7304  5266  5767  2348  4798  7502  2574  6497  3953  8280  5006  4426  306   7875  4935  6896  4242  5651  0     5299  9435  1653  7051  302   1098  7270  5775  2634  9212  6692  7401  9070  3589  3872  308   1864  7935  6425  8762  7493  7169  3677  3439  731   4850  9272  7290  2737  1818  7538  6713  5388  8168  4544  9252  1849  9445  3113  7995  3368  2910  8098  9859  1070  8035  3521  1138  2819  5269  5627  1189  6255  166   3259  3704  6839  8245  851   2321  7660  9707  3903  3888  7214  4847  3878  1035  9356  6613  561   4878  9632  7691  8641  8398  8310  3123  3146  9963  2588  
    T    2519  1797  9263  3668  2877  7320  44    7839  9932  3958  6672  3840  7112  8076  3777  9826  1323  4637  9774  0     6443  1382  7397  1239  8949  9622  1885  3026  4291  6289  7945  1390  3082  8471  3195  3598  9407  5640  3301  6622  7825  6509  3053  6242  2625  3545  6359  2587  6677  3764  2907  7836  696   234   7557  9095  6428  9994  1342  895   8635  9613  4437  1184  9047  7719  5202  6939  5371  7375  5504  912   9015  1547  5731  7985  7823  6745  7164  8447  6449  7600  2394  5413  2837  4117  1800  6371  4900  3324  8354  6787  3233  967   1878  6194  1103  3631  6080  9280  
    U    2320  9900  7624  5563  3280  837   8392  928   7130  4195  1019  1941  2174  1400  2055  6416  1648  5357  8566  5725  0     9511  9198  8284  4634  5140  4000  8112  1876  7631  4165  1579  7854  9437  7914  6470  5948  9339  5373  6287  1850  351   4291  9681  4316  7296  1912  94    8690  8540  4954  5154  891   5158  9335  8257  849   5618  9730  8926  8001  5551  3374  6765  4540  4808  6807  648   4281  1000  6472  8096  835   371   7246  9049  6301  8735  5051  6227  1215  1434  1038  7135  7433  6162  584   7943  7330  4395  8967  497   4422  2337  2799  3781  6487  1510  2969  6837  
    V    4724  2536  3746  9993  5660  9158  3297  8511  9224  9665  8472  6248  8614  4281  1754  969   3925  4495  8277  6005  480   0     6891  5923  7413  8804  1849  3537  1814  390   2332  1867  4165  5955  3910  8708  7363  7515  7     5742  1195  3449  3981  130   2294  2592  7423  3229  8867  28    3463  9823  9931  3956  6138  668   3476  7162  943   4977  1736  6667  4170  5500  6163  8040  6432  1047  2912  1822  6142  5640  9198  4531  4637  4685  8848  2135  5128  5293  9381  4618  4720  6795  9387  3767  8411  8608  8749  9771  64    365   1650  7481  7689  4570  5380  775   6490  2636  
    W    2366  3367  5899  1104  247   6404  4702  4502  2193  3179  1016  3404  7654  6738  1708  4429  4005  2337  5711  1409  404   3804  0     7119  50    5786  2238  6279  3168  5158  327   2761  9748  7054  6067  3723  7895  9528  3059  6270  92    6449  5707  5191  99    3007  5819  6307  2445  9974  1018  3156  608   1664  5103  897   602   769   8347  584   325   8040  9350  4958  7418  160   6966  6579  8026  5587  5829  8198  9180  8273  5757  7564  8641  7753  5534  1189  9544  826   8334  5936  241   9906  9010  2578  9737  1969  4362  8209  9139  1924  9750  4506  4286  7909  9547  7588  
    X    6772  3636  3124  8841  8873  2487  4451  566   9109  2294  3018  427   4483  1269  4124  7618  492   3539  7739  6466  76    1979  1439  0     9041  2947  5257  8235  5251  3840  9977  4658  1550  6433  2340  5119  6081  3532  2773  5385  5345  5544  8939  5771  6450  4679  7597  9146  8482  801   4732  5316  2224  4788  5111  7955  6851  6356  4052  7764  9097  2294  4916  6867  9855  8070  9902  4327  1140  817   9894  7206  9147  7361  4676  6680  2851  4891  4242  3501  3122  9419  7818  4599  6579  3435  6223  6714  4508  6137  535   3018  6448  3176  4731  1295  6707  79    7161  9285  
    Y    6681  6132  2513  4776  9651  3556  954   8716  704   576   9649  5940  3677  481   1003  7622  8795  9328  6119  3448  790   5320  5929  3295  0     1492  2971  7698  5287  1616  3753  5476  4723  5459  1519  9806  1472  3362  9776  6486  8061  5600  680   9340  2428  4311  5087  7093  3112  5701  2601  2742  37    6236  7356  3352  76    7481  9648  679   2921  5222  1127  7556  6378  7323  1792  7725  3667  1734  555   6161  3489  9661  6148  2483  5065  840   5269  1483  7872  5733  324   6985  890   3727  2778  9181  6142  4542  6704  8050  3596  2364  4189  2066  2231  8361  8085  1116  
    Z    9850  4194  346   8670  3404  2641  2884  7394  2726  959   675   1472  2349  7021  8760  1531  6847  7774  1128  9618  2850  1111  6107  1714  1286  0     1156  5747  3292  6231  7972  3615  3751  2003  676   6112  5746  2839  9085  6625  2855  1133  8848  7284  1689  9564  7060  4003  7364  5541  3066  8594  2871  9045  3378  7717  3562  3445  3204  873   4359  2072  9586  8914  4581  2246  5291  8891  7710  4335  6035  4172  8568  442   8855  1821  7081  2729  1965  7998  2292  2308  5796  8916  9339  7382  2598  7686  630   3596  3214  9379  8995  6002  1062  601   5660  340   4364  2326  
   AA    4621  6461  2309  9298  9829  357   1776  110   6887  4610  2135  2655  3745  5535  9552  5957  6172  3386  7161  177   7588  5322  2725  7814  3014  2613  0     4547  8735  8650  660   637   3524  7524  1787  1321  905   7038  3341  1079  533   3851  8795  1746  9686  2663  7006  1531  7722  7769  7493  3757  9211  5036  3259  9237  682   2138  1827  4303  7890  6709  5743  777   8059  8855  1783  7640  9907  3612  4578  6535  2447  6278  9279  1708  5705  9198  4531  1902  7599  4141  1132  3037  1818  2355  9364  2067  5120  747   509   7545  2127  6550  7624  2034  5820  605   3138  102   
   AB    2690  4437  4963  5202  965   8309  5354  631   1344  1718  1082  4002  4939  1981  3006  2431  311   7030  8421  6494  7580  3072  9091  1945  4472  7745  4916  0     7188  1311  8002  7948  4869  7206  3439  1122  6560  1775  9830  2176  4092  140   9586  4310  2034  7075  8648  9292  8632  1143  6649  3309  4082  2147  3668  2224  755   5061  3743  7905  4038  8062  7000  7807  7272  5459  1563  3778  5307  4656  4875  5262  1711  426   2808  1667  311   9812  8814  8205  7696  8686  6794  1980  7934  2900  3616  939   3559  6342  385   6457  2586  8333  9744  7426  2462  2040  6201  6453  
   AC    2770  3733  439   5930  1310  4703  7476  581   9295  2295  3760  3545  6933  6730  588   728   5512  2153  2341  4023  5805  3122  5138  2335  5850  5576  5237  7160  0     8752  4984  1280  817   9187  9762  277   7666  301   6029  5335  9266  5538  3140  5121  1650  2381  8120  7677  1004  9277  3079  7712  2616  7427  4069  2101  5268  2628  5303  2332  6887  906   122   3567  482   2485  8278  5697  4413  773   520   3823  8774  4880  7593  7287  4759  4047  3909  5643  9790  8660  6084  3322  2419  4520  9396  3585  9600  5811  1318  2614  6644  3079  82    1050  4024  4812  5886  9566  
   AD    7143  3663  8608  7933  2075  7957  8034  3885  1649  6244  2321  6064  8582  9767  3493  6701  8333  5681  1023  735   9258  2262  97    2902  1318  6544  9294  8919  6143  0     8341  415   3503  4879  76    5698  1380  2573  6937  2517  5363  1234  1699  6526  3741  64    4421  4020  9261  8314  9564  9150  5620  2500  8404  4137  4306  3628  6003  1750  2014  7668  9839  8354  2450  6621  7636  1751  482   2659  1676  3285  9197  111   3706  105   6505  5628  3870  6515  6193  6150  5706  5891  9441  8416  1507  899   2821  4768  5572  8009  2260  527   4702  3195  9921  3232  4079  7602  
   AE    9343  161   3550  6524  9417  5191  2532  9447  3460  1095  1083  34    9424  6295  6825  1508  9570  9815  8341  1342  6142  617   1299  8576  4152  8289  4270  1373  4787  1910  0     4592  7370  5363  2880  6940  2995  8836  1462  3873  3526  1699  6936  8497  9881  5529  655   8859  8389  1381  4716  2874  6490  1922  8118  5001  6700  1258  4065  8208  2787  9399  8553  6364  2171  8281  7510  6088  6567  9200  8877  5564  6290  560   5175  3831  1088  9385  7479  946   3953  1873  2132  5113  2401  576   5302  2366  1688  8521  7862  8251  7676  9932  8885  2437  1382  7465  6402  3224  
   AF    1982  7197  5311  2584  2819  1103  5460  7232  3079  1744  4440  4446  4410  427   7341  6558  7499  7629  3779  8933  3349  9204  4879  3139  7518  8902  9759  5986  9134  4162  181   0     321   615   5491  5626  3393  6200  9039  1736  5241  4438  5170  9475  6385  5004  1623  9731  4436  9816  9026  453   8178  5841  5326  1108  1223  3112  1240  7755  1357  5745  9706  2490  1164  7357  5720  3364  6967  3641  3482  3182  5528  9924  1096  2262  2819  8858  9049  8409  8831  144   5835  3576  2507  9390  1739  28    7294  4043  5900  7576  9180  8817  9223  4310  9466  7398  3008  3816  
   AG    3758  7715  8252  1376  8396  2046  8204  3339  8675  378   3005  6343  6132  4234  1281  2960  8634  9341  4090  5812  9507  5673  5344  7155  6049  2105  422   7965  3020  6794  2552  9190  0     6154  8134  6693  1887  7087  397   2024  718   8026  4225  5804  1462  1553  5171  796   9347  4503  8801  8661  7675  1675  7219  6463  7062  431   5765  6317  8756  723   605   1123  3933  1313  659   2231  9103  6024  3927  503   1182  257   9845  7501  2240  9398  5732  7665  8238  7963  4881  2272  6867  6843  7783  8378  2960  3640  890   8519  5028  673   4124  3255  1250  8650  4415  726   
   AH    5776  9397  3920  3825  8825  5803  5410  6755  3602  3691  5811  3864  8676  447   3035  4165  5733  2447  4110  2834  5514  9466  59    3129  5337  5517  3651  5661  6995  9048  7624  8660  9408  0     4903  8109  7891  3952  9695  7813  3682  7248  1780  5984  4390  2519  8701  7139  2571  9994  4679  5580  6962  1450  9304  3710  376   3376  6957  1214  4631  8222  4605  5451  3890  1756  7394  9506  7018  6818  1606  7710  224   3467  230   551   7065  4427  8433  2503  8422  5619  7708  9494  9918  7854  9585  5122  1510  1530  4355  227   3956  9887  566   4904  2095  9931  3449  9201  
   AI    5284  5758  7968  7787  7538  5955  649   5782  512   3887  8002  8234  8785  8107  1859  1079  4893  3624  5408  1047  800   1966  9014  8467  9773  3519  86    3133  547   3624  2318  8864  6349  8551  0     843   9734  3001  6502  8026  9059  2083  1636  6497  5690  6140  5993  8119  9082  5983  4535  5962  4051  7301  3779  5664  499   1700  4609  2685  1202  9677  8000  420   9156  2103  141   1669  2057  8024  451   7706  6200  2197  8565  4116  3819  5636  5409  2591  5037  6540  61    3495  8910  8800  3636  8805  777   3563  8034  5390  9841  5725  1100  2512  753   2461  4421  5560  
   AJ    9456  8068  8342  1151  7890  6470  2911  6694  6656  5146  8118  8300  9803  1142  247   6512  9655  7417  5999  403   6537  87    541   1477  8619  8051  7840  43    7608  2237  2625  2917  4690  4192  4725  0     4712  6589  6454  6658  1579  8829  9962  9455  6183  3989  6888  9123  7531  771   3674  7891  9877  8784  2633  8744  620   8130  7043  7726  8850  319   9732  7112  3776  300   3668  1545  9364  570   695   6091  3495  146   1651  5170  1442  5710  7357  1934  3042  3459  3999  6309  5497  5151  3197  5037  2753  7951  6758  1209  7228  335   8166  7832  8384  5499  3039  5800  
   AK    473   1939  9289  8383  7854  3558  5476  2900  69    7040  1977  8246  3408  7512  1624  3026  8692  8048  1953  2347  1319  6668  7838  7472  2011  2966  9996  8679  661   2761  2401  9700  7764  5477  2201  3921  0     5162  4299  3515  8227  4481  8841  3803  1528  2404  1958  4201  2576  1856  8194  6603  2228  6244  6488  5152  883   4350  5859  5657  507   676   3020  6577  8064  6613  2626  639   699   954   5215  3985  6030  8774  9991  4962  8371  3885  8601  545   471   7580  9113  3389  682   3133  7585  7983  2642  5063  9374  4185  3656  9865  5243  6021  1071  2689  798   7922  
   AL    9245  7968  2408  4968  2645  9881  6343  9945  1302  9707  6048  1923  3879  2015  6030  1837  3569  3020  4917  8128  5114  9462  4585  3947  1234  3875  3746  8066  2311  2057  9053  7874  1953  430   186   159   6032  0     1991  2771  7377  6805  118   7277  6367  640   2994  6833  8108  3992  2035  395   1386  3394  1668  913   293   3537  5696  659   2306  1584  8594  2480  4331  153   9188  9772  2608  4983  1772  4505  8319  1811  6218  5945  6319  7343  2792  2179  1186  7101  5446  2152  3690  1383  8446  8142  6690  2358  336   7020  2033  5913  24    8788  6325  7101  5574  3208  
   AM    3286  6358  8256  347   6478  5686  8136  9621  2539  954   6418  7456  986   4695  2727  5789  5760  8370  1124  8637  2657  7189  2964  7101  3013  6218  5053  8392  3510  9807  2460  1187  5117  2504  922   310   9245  2041  0     6971  9384  9775  2381  6371  9506  9586  6535  5388  4776  931   3621  2605  5662  7708  3998  9345  736   8791  3776  8370  329   5761  3069  4354  256   2949  3794  4377  7893  6189  6954  7855  1863  7825  6554  8018  4520  1359  5961  9356  1264  1713  1068  9020  974   1532  4745  46    5785  8332  6766  4366  2287  6260  3680  5174  8770  9938  4365  9556  
   AN    157   5873  1811  9583  7688  5485  3253  9535  360   3576  3909  1950  809   6134  5765  56    9743  170   6048  5129  2215  3396  5749  1010  5835  4432  9041  7136  4875  811   5705  7204  1883  9738  9580  4668  8971  4180  5380  0     8212  6783  8724  4468  9394  3188  896   4081  9715  1327  9292  4125  9226  5955  9741  4981  9429  2747  7416  8696  2189  5027  5181  3714  3993  1136  6694  5841  8560  7152  5407  961   8052  6871  562   5539  1200  2417  8894  9229  5331  2777  1232  2085  6862  2854  1995  8224  2161  4102  7105  9606  9201  9701  7841  7754  4819  2103  7021  9646  
   AO    30    1333  6870  5664  3160  2013  2796  6722  6926  578   4713  4946  1755  9456  5798  2807  7168  7100  1565  6712  5262  4649  6007  2246  8001  4707  9964  5336  6110  4139  9532  7485  4319  4013  4500  8856  201   3191  6188  8515  0     7056  8779  6708  3922  9767  3021  8314  6065  7490  6827  8008  1665  7706  7601  656   5902  2120  7873  1062  4258  6272  6110  8077  6774  8891  2042  2949  1982  6184  8961  5366  6337  5234  6784  3870  1441  9788  5275  6346  10    2789  94    5389  971   6684  3566  7972  7837  1756  1700  6385  5261  9342  9350  8126  1952  2557  3375  7042  
   AP    4258  8331  6622  4569  4475  3528  1041  5322  8889  4006  2616  7187  9105  110   2994  1149  2782  1020  2121  5005  935   293   1359  3716  9399  7805  548   6282  6457  4589  7636  8209  5625  43    259   2757  6135  6409  3603  480   1945  0     9549  4568  5612  9585  7067  2577  560   1903  2677  7387  4634  85    1751  8576  2185  8862  4274  1315  5670  8982  267   2995  6537  633   3728  550   2016  9901  5330  3147  33    9780  5278  1812  3759  2423  7697  1537  856   3222  1375  3815  6933  3911  8965  5492  752   8035  3309  8541  8647  966   4710  2918  6324  7053  6107  8065  
   AQ    9299  757   3918  956   9747  8090  9861  1213  2626  7726  8627  2176  415   9536  6966  6886  8163  3697  2553  5267  1212  6654  3656  1709  3744  2034  5362  3042  726   4864  2476  2917  5251  5012  6460  1001  6270  2110  5153  3069  5431  9239  0     1413  1771  2046  8366  2817  5556  4510  997   5090  6888  9499  2782  9762  4385  4691  2398  6323  4712  8897  4928  908   5660  9805  3156  9722  33    5587  6292  506   6401  2182  9932  3137  8753  3403  7850  4064  8914  5780  84    1110  9417  5721  1773  5096  5793  2632  7101  9001  2941  2576  249   6948  967   3839  6375  7845  
   AR    5072  7523  9801  7877  6799  5768  244   2575  3886  2368  9928  3756  336   9605  525   6283  6896  172   7164  7992  2741  3759  8832  6530  4005  7611  6252  3887  324   4933  9028  5780  1408  7917  3868  6794  9450  4620  7785  8243  638   6327  6911  0     8123  8235  646   7113  7063  4770  4691  6446  2160  8464  7556  5449  9167  4820  1834  1057  8016  8826  1420  201   8497  1938  1604  228   9254  1718  4872  5005  8113  354   8833  6309  7519  9651  456   9705  4367  2973  9217  5117  4368  1625  4138  7190  3832  2737  5628  5620  6775  8106  8895  912   9050  1266  2691  3313  
   AS    8924  8979  861   932   9638  3122  7028  6041  1778  7471  6350  6443  8331  731   3177  8908  1247  2155  6295  4217  6     365   167   6022  7378  3016  3228  8214  6243  4050  924   6087  9727  5260  56    9028  4688  8215  7967  2845  3325  3918  1176  167   0     8443  832   4799  9232  2081  33    5313  817   3865  5287  9247  2321  1969  9192  836   7014  5923  175   5398  6485  4347  2569  2319  2146  9553  8133  8562  5701  5122  9223  8504  4914  5077  4219  5900  499   2524  7622  7447  8481  9257  2408  5781  6     5850  2685  5343  1696  9040  550   2168  521   9996  1292  9847  
